material_id,property_name,value,unit,temperature_C,pH,method,source_id,data_quality,confidence_score,notes
SURF_BRIJ_30,vesicle_anchor,1.0,,,,chain-length and HLB heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_30,delta_D,17.3,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_30,delta_P,6.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_30,delta_H,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_30,hsp_radius,8,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_30,molar_volume_cm3_mol,369.39,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_30,headgroup_area_nm2,0.605,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_35,MW,1198,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_35,HLB,16.9,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_35,tail_carbons,12,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_35,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_35,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_35,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_35,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_35,delta_D,17.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_35,delta_P,8.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_35,delta_H,14,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_35,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_35,molar_volume_cm3_mol,1140.95,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_35,headgroup_area_nm2,0.734,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_52,MW,330,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_52,HLB,5.3,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_52,tail_carbons,16,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_52,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_52,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_52,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_52,vesicle_anchor,1.0,,,,chain-length and HLB heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_52,delta_D,17,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_52,delta_P,4,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_52,delta_H,7,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_52,hsp_radius,7,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_52,molar_volume_cm3_mol,336.73,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_52,headgroup_area_nm2,0.525,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_56,MW,682,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_56,HLB,12.9,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_56,tail_carbons,16,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_56,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_56,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_56,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_56,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_56,delta_D,17.3,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_56,delta_P,6.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_56,delta_H,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_56,hsp_radius,8,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_56,molar_volume_cm3_mol,649.52,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_56,headgroup_area_nm2,0.662,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_58,MW,1122,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_58,HLB,15.7,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_58,tail_carbons,16,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_58,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_58,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_58,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_58,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_58,delta_D,17.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_58,delta_P,8.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_58,delta_H,14,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_58,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_58,molar_volume_cm3_mol,1068.57,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_58,headgroup_area_nm2,0.713,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_72,MW,358,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_72,HLB,4.9,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_72,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_72,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_72,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_72,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_72,vesicle_anchor,1.0,,,,chain-length and HLB heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_72,delta_D,17,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_72,delta_P,4,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_72,delta_H,7,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_72,hsp_radius,7,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_72,molar_volume_cm3_mol,365.31,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_72,headgroup_area_nm2,0.518,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_76,MW,710,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_76,HLB,12.4,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_76,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_76,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_76,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_76,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_76,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_76,delta_D,17.3,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_76,delta_P,6.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_76,delta_H,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_76,hsp_radius,8,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_76,molar_volume_cm3_mol,676.19,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_76,headgroup_area_nm2,0.653,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_78,MW,1150,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_78,HLB,15.3,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_78,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_78,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_78,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_78,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_78,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_78,delta_D,17.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_78,delta_P,8.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_78,delta_H,14,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_78,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_78,molar_volume_cm3_mol,1095.24,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_78,headgroup_area_nm2,0.705,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_92,MW,356,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_92,HLB,4.9,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_92,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_92,tail_unsaturation,1,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_92,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_92,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_92,vesicle_anchor,1.0,,,,chain-length and HLB heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_92,delta_D,17,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_92,delta_P,4,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_92,delta_H,7,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_92,hsp_radius,7,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_92,molar_volume_cm3_mol,363.27,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_92,headgroup_area_nm2,0.518,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_96,MW,708,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_96,HLB,12.4,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_96,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_96,tail_unsaturation,1,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_96,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_96,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_96,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_96,delta_D,17.3,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_96,delta_P,6.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_96,delta_H,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_96,hsp_radius,8,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_96,molar_volume_cm3_mol,674.29,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_96,headgroup_area_nm2,0.653,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_BRIJ_98,MW,1148,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_BRIJ_98,HLB,15.3,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_BRIJ_98,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_98,tail_unsaturation,1,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_98,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_BRIJ_98,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_BRIJ_98,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_BRIJ_98,delta_D,17.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_98,delta_P,8.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_98,delta_H,14,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_BRIJ_98,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_BRIJ_98,molar_volume_cm3_mol,1093.33,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_BRIJ_98,headgroup_area_nm2,0.705,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_MYRJ_45,MW,600,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_MYRJ_45,HLB,11.1,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_MYRJ_45,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_MYRJ_45,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_MYRJ_45,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_MYRJ_45,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_MYRJ_45,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_MYRJ_45,vesicle_anchor,1.0,,,,chain-length and HLB heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_MYRJ_45,delta_D,17.3,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_MYRJ_45,delta_P,6.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_MYRJ_45,delta_H,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_MYRJ_45,hsp_radius,8,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_MYRJ_45,molar_volume_cm3_mol,571.43,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_MYRJ_45,headgroup_area_nm2,0.55,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_MYRJ_49,MW,880,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_MYRJ_49,HLB,15,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_MYRJ_49,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_MYRJ_49,tail_unsaturation,0,double_bonds,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_MYRJ_49,n_tails,1,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
SURF_MYRJ_49,formal_charge,0,e,,,nominal at neutral pH,S007_EXCIPIENTS_HANDBOOK,curated,0.85,
SURF_MYRJ_49,edge_activator,1.0,,,,HLB/charge heuristic,S007_EXCIPIENTS_HANDBOOK,curated,0.7,
SURF_MYRJ_49,delta_D,17.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_MYRJ_49,delta_P,8.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_MYRJ_49,delta_H,14,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.4,Provisional HSP for screening; replace with experimental/literature value before model lock.
SURF_MYRJ_49,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.4,Screening radius only unless experimentally determined.
SURF_MYRJ_49,molar_volume_cm3_mol,838.1,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.42,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
SURF_MYRJ_49,headgroup_area_nm2,0.62,nm2,,,CPP screening heuristic,S013_EST_HSP_HEURISTIC,estimated,0.35,Replace with monolayer or MD-derived area per molecule for publication-grade CPP.
SURF_MYRJ_52,MW,1830,g/mol,,,supplier/handbook average for mixtures,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.65,
SURF_MYRJ_52,HLB,16.9,HLB,,,Griffin/Davies HLB literature/supplier value,S007_EXCIPIENTS_HANDBOOK,supplier-reported,0.75,Grade-dependent; use supplier CoA when available.
SURF_MYRJ_52,tail_carbons,18,count,,,fatty-chain annotation,S007_EXCIPIENTS_HANDBOOK,curated,0.8,
